permalink,name,homepage_url,category_list,funding_total_usd,status,country_code,state_code,region,city,funding_rounds,founded_at,first_funding_at,last_funding_at
/organization/biowizard,BioWizard,http://www.biowizard.com,Curated Web|Health and Wellness,1100000,closed,USA,PA,Philadelphia,Wayne,2,2005-08-01,2007-04-11,2008-01-03
/organization/bird-design-limited,Bird Design Limited,,,228934.615713919,closed,,,,,1,,2014-07-17,2014-07-17
/organization/birthday-gorilla,Birthday Gorilla,http://www.birthdaygorilla.com,Advertising|SMS,-,closed,AUS,4,Brisbane,Brisbane,1,2011-05-01,2011-05-01,2011-05-01
/organization/bistro-corp,Bistro Corp,,Hospitality|Restaurants|Services,5000000,closed,CAN,ON,Toronto,Toronto,1,,2003-04-25,2003-04-25
/organization/bitarts-labs,BitArts Labs,,,10000000,closed,,,,,1,,2003-06-17,2003-06-17
/organization/bitinstant,BitInstant,http://www.bitinstant.com,Fashion,1500000,closed,USA,NY,New York City,New York,1,2011-01-01,2013-05-18,2013-05-18
/organization/bitmap-galaxy,Bitmap Galaxy,http://bitmapgalaxy.com,,-,closed,,,,,1,2013-12-31,2014-07-26,2014-07-26
/organization/bitpass,BitPass,http://www.bitpass.com,Curated Web,13300000,closed,USA,CA,SF Bay Area,Mountain View,2,2002-12-01,2003-07-01,2004-09-01
/organization/bitready,BitReady,https://bitready.io,Bitcoin|Credit|Credit Cards,25000,closed,,,,,1,2015-01-15,2015-05-28,2015-05-28
/organization/biz-u,Biz.u,http://www.bizu.vc,Communications Infrastructure|Professional Services,120000,closed,,,,,2,2013-05-26,2014-07-10,2015-04-15
/organization/bizak,Bizak,http://www.bizak.com,Curated Web,-,closed,USA,MA,Boston,Brookline,1,2007-11-01,2007-11-01,2007-11-01
/organization/bizerra-ru,Bizerra.ru,http://bizerra.ru/,SaaS,25000,closed,RUS,48,Moscow,Moscow,1,2012-01-01,2013-12-01,2013-12-01
/organization/bizgreet,BizGreet,http://www.bizgreet.com,Messaging|Video|Video Streaming,345000,closed,USA,TX,Austin,Austin,1,2008-09-01,2010-01-01,2010-01-01
/organization/bizily,Bizily,http://www.bizily.com,Contact Management|Social Media,250000,closed,USA,CA,SF Bay Area,San Francisco,1,2010-01-01,2010-01-01,2010-01-01
/organization/bizmore,Bizmore,http://www.bizmore.com,Advice|B2B|Business Services|Curated Web|Sales and Marketing|Small and Medium Businesses|Social Network Media,-,closed,USA,CA,SF Bay Area,San Francisco,1,2008-11-01,2007-01-01,2007-01-01
/organization/bizprolink-network,BizProLink Network,http://www.bizprolink.com,Business Services|Networking|Services,3200000,closed,USA,FL,Ft. Lauderdale,Fort Lauderdale,1,,2001-07-25,2001-07-25
/organization/bl-healthcare,BL Healthcare,,Internet Marketing,5000000,closed,USA,MA,New Bedford,Foxboro,1,,2011-03-24,2011-03-24
/organization/blabroom,Blabroom,http://blabroom.com/,Online Dating,200000,closed,RUS,66,St. Petersburg,Saint Petersburg,1,2013-01-10,2013-03-01,2013-03-01
/organization/black-diamond-minerals,Black Diamond Minerals,,,40000000,closed,USA,CO,Denver,Denver,1,2006-01-01,2007-03-13,2007-03-13
/organization/black-hat-systems,Black Hat Systems,,Services,8000000,closed,USA,MA,Boston,Tewksbury,1,,2005-05-13,2005-05-13
/organization/black-house,Black House,http://www.black-house.co,Office Space|Real Estate|Web Hosting,-,closed,USA,MA,Boston,Boston,1,2013-08-01,2013-09-23,2013-09-23
/organization/black-is-pink,Black is Pink,http://blackispink.com/,E-Commerce|Fashion|Internet|Lifestyle,40000,closed,IND,7,New Delhi,New Delhi,1,2015-09-01,2015-02-15,2015-02-15
/organization/blackaeon-international,Blackaeon International,http://www.blackaeon.uni.me,Robotics,2700000,closed,USA,NY,New York City,New York,9,,2010-01-01,2012-04-30
/organization/blackstone-digital-agency,Blackstone Digital Agency,http://blackstoneindonesia.com,Advertising|Apps|Brand Marketing|Creative|Design|Film|Internet|Mobile|Public Relations|Sales and Marketing|SEO|Services|Social Media|Technology|Video,2700000,closed,IDN,4,Jakarta,Jakarta,2,2012-07-04,2013-09-11,2014-05-14
/organization/blade-games-world,Blade Games World,http://www.jumala.com,Games,5926462,closed,USA,WA,Seattle,Bellevue,2,2004-02-01,2009-04-17,2009-11-20
/organization/blades,BLADES.COM (BLADES),https://www.blades.com/,,-,closed,,,,,1,1990-01-01,2015-03-01,2015-03-01
/organization/bleu-comme-gris,Bleu comme Gris,http://www.bleucommegris.com/,,881371.58206199,closed,,,,,1,,2014-10-31,2014-10-31
/organization/bling-nation,Bling Nation,http://www.blingnation.com,Enterprise Software|Loyalty Programs|Mobile|NFC|Payments|Social Media,28000000,closed,USA,CA,SF Bay Area,Palo Alto,2,2007-01-01,2009-07-02,2009-10-30
/organization/blingo,Blingo,http://www.blingo.com,,-,closed,,,,,1,,2004-12-08,2004-12-08
/organization/blink-logic,Blink Logic,http://www.blinklogic.com,Software,2370027,closed,USA,CA,SF Bay Area,San Rafael,3,,2008-08-20,2009-04-29
/organization/blinq-media,BLiNQ Media,http://www.blinqmedia.com,Advertising|Social Media Advertising,6600000,closed,USA,GA,Atlanta,Atlanta,5,2008-03-01,2010-03-14,2012-03-16
/organization/blippy-social-commerce,Blippy Social Commerce,http://techcrunch.com/2011/05/19/the-end-of-blippy-as-we-know-it/,Mobile,12931223,closed,USA,CA,SF Bay Area,San Francisco,2,2007-02-11,2010-01-14,2010-04-22
/organization/blitab-technology,BLITAB Technology,http://blitab.com/,Assisitive Technology|Consumer Electronics|Health Care Information Technology|Telecommunications,-,closed,AUT,9,Vienna,Vienna,1,2014-08-18,2014-12-10,2014-12-10
/organization/blitzpick,BlitzPick,http://www.blitzpick.co,,360000,closed,USA,NV,Las Vegas,Las Vegas,2,2015-04-15,2015-04-15,2015-08-15
/organization/blm-acquisition-corp,BLM Acquisition Corp,,Service Providers,29750000,closed,USA,NH,"Manchester, New Hampshire",Manchester,1,,2015-05-26,2015-05-26
/organization/bloggerce,Bloggerce,http://www.bloggerce.com,Blogging Platforms|E-Books|Software,20000,closed,ISR,6,Tel Aviv,Jerusalem,1,2006-01-01,2008-01-01,2008-01-01
/organization/blogradio,BlogRadio,http://www.podblogr.com,Blogging Platforms|Cloud Computing|Mobile|Video Streaming,-,closed,USA,CA,San Diego,El Cajon,1,2009-01-01,2009-12-01,2009-12-01
/organization/blokkd-inc,Blokkd Inc.,http://blokkd.com,Curated Web|Forums|Internet|Social Network Media,12500,closed,USA,GA,Atlanta,Atlanta,1,2011-05-13,2011-10-01,2011-10-01
/organization/bloobox,BlooBox,http://bloobox.tv,News|Retail|Social Media|Software,50000,closed,BRA,5,BRA - Other,João Pessoa,1,2009-08-01,2009-08-01,2009-08-01
/organization/bloodhound,Bloodhound,http://bloodhound.com,Mobile,4770000,closed,USA,CA,SF Bay Area,San Francisco,4,2011-09-01,2011-08-24,2013-01-23
/organization/bloodhound-2,Bloodhound,http://www.bloodhoundinc.com/,Application Platforms|Medical|Services,3000000,closed,USA,NC,Raleigh,Durham,1,,2002-11-26,2002-11-26
/organization/bloom-studio,Bloom Studio,http://bloom.io,Android|Games|iOS|Visualization,-,closed,GBR,I5,Middlesbrough,Middlesbrough,1,2010-07-01,2011-03-31,2011-03-31
/organization/blossomandtwigs-com,BlossomandTwigs.com,http://www.blossomandtwigs.com,E-Commerce|Flowers|Gift Card,500000,closed,GBR,H9,London,London,1,2009-09-01,2009-09-01,2009-09-01
/organization/blowtorch,Blowtorch,http://www.blowtorch.com,Entertainment|Games,50000000,closed,USA,CA,SF Bay Area,Sausalito,1,,2007-11-01,2007-11-01
/organization/blue-buzz-network,Blue Buzz Network,http://www.informifi.com,News,1310000,closed,USA,CA,SF Bay Area,San Francisco,1,2006-01-01,2010-07-13,2010-07-13
/organization/blue-lava-technologies,Blue Lava Technologies,http://bluelavatech.com,Software,8605192,closed,USA,HI,Honolulu,Honolulu,4,2006-01-01,2006-01-01,2010-01-07
/organization/blue-moon-2,Blue Moon,http://www.bluemoon.com.cn/index.asp,,-,closed,,,,,1,,2010-12-01,2010-12-01
/organization/blue-night,Blue night,http://www.albam.me,Apps|Services|Small and Medium Businesses,400000,closed,KOR,11,Seoul,Seoul,1,2015-01-14,2015-03-18,2015-03-18
/organization/blue-vector-systems,Blue Vector Systems,http://www.bluevectorsystems.com,Public Relations,4000000,closed,USA,CA,SF Bay Area,Mountain View,1,2002-01-01,2005-09-21,2005-09-21
/organization/bluebox-now,Bluebox Now!,http://www.blueboxnow.com,Finance|FinTech|Games|Incentives|Loyalty Programs,-,closed,USA,WA,Seattle,Seattle,1,2011-08-08,2011-11-01,2011-11-01
/organization/bluefire-security-technologies,Bluefire Security Technologies,http://www.bluefiresecurity.com/,Cyber Security,16000000,closed,USA,MD,Baltimore,Baltimore,2,2001-01-01,2002-11-13,2004-06-02
/organization/bluegill-technologies,BlueGill Technologies,http://www.bluegill.com,,19500000,closed,USA,MI,Detroit,Ann Arbor,1,,1999-12-13,1999-12-13
/organization/blueline-services,Blueline Services,http://www.blueline-services.com/,Employment|Human Resources|Services,300000,closed,,,,,1,2004-01-01,2005-06-23,2005-06-23
/organization/blueprint-registry,Blueprint Registry,http://www.blueprintregistry.com,,-,closed,USA,WA,Seattle,Seattle,1,2013-05-01,2015-07-01,2015-07-01
/organization/bluepulse,bluepulse,http://www.bluepulse.com,Mobile,6000000,closed,USA,CA,SF Bay Area,San Mateo,1,1990-04-10,2007-04-01,2007-04-01
/organization/blueronin,BlueRonin,http://www.blueronin.co.uk/,Architecture|Construction|Tablets,56900,closed,GBR,H9,London,London,1,2012-01-01,2013-07-01,2013-07-01
/organization/bluestreak-network,Bluestreak Network,http://www.bluestreaknetwork.com/,Software,6000000,closed,USA,TX,Dallas,Dallas,1,,2005-04-05,2005-04-05
/organization/blueye-pesquisa-inteligente,Blueye Pesquisa Inteligente,http://www.blueye.com.br/,Analytics|Retail|Retail Technology,40000,closed,,,,,1,2014-09-01,2014-12-01,2014-12-01
/organization/blufon,bluFON,,,-,closed,,,,,1,,2013-08-07,2013-08-07
/organization/blune,Blune,http://www.blune.fr/,,364714.836285909,closed,,,,,1,,2015-04-02,2015-04-02
/organization/blurtbox,BlurtBox,https://blurtbox.com,Hospitality|Hotels|Restaurants,100000,closed,USA,FL,Orlando,Orlando,1,2015-02-02,2015-01-01,2015-01-01
/organization/blurtt,Blurtt,http://www.blurtt.com,Consumer Goods|Curated Web|Messaging|Photography|Social Media,59000,closed,USA,TX,Austin,Austin,2,2010-01-01,2011-07-22,2011-08-31
/organization/bo-lt,BO.LT,http://bo.lt,Brand Marketing|Creative|Curated Web|Design|Events|File Sharing|Promotional|Sales and Marketing|Social Media|Testing|Web Design,5000000,closed,USA,CA,SF Bay Area,San Francisco,1,2009-02-01,2010-02-01,2010-02-01
/organization/boardontrack,BoardOnTrack,,,-,closed,,,,,1,,2015-06-01,2015-06-01
/organization/boatflex,Boatflex,http://boatflex.com/en,Leisure|Services|Travel & Tourism,150852,closed,,,,,1,2014-06-14,2015-06-14,2015-06-14
/organization/boats-com,Boats.com,http://uk.boats.com,Curated Web,32000000,closed,GBR,F2,London,Fareham,3,,1999-09-30,2001-02-14
/organization/boatyard,Boatyard,http://www.boatyard.com,Apps|App Stores|Boating Industry,250000,closed,USA,FL,Ft. Lauderdale,Fort Lauderdale,1,2014-12-01,2014-09-15,2014-09-15
/organization/boca-research,Boca Research,,,-,closed,USA,FL,Palm Beaches,Boca Raton,1,1985-01-01,1992-03-03,1992-03-03
/organization/bocadio,Bocadio,http://www.bocadio.com,Consumer Goods|Delivery|Services,500000,closed,,,,,1,2014-08-21,2015-01-15,2015-01-15
/organization/bodyboss,BodyBoss,http://bodybosssystem.com,Fitness|Health and Wellness|Services,25000,closed,,,,,1,2012-06-02,2012-07-01,2012-07-01
/organization/bolo-me,Bolo.me,http://www.bolo.me/#,,30000000,closed,JPN,18,JPN - Other,China,1,,2015-10-27,2015-10-27
/organization/bomgar,Bomgar,http://www.bomgar.com,Customer Service|Customer Support Tools|Meeting Software|Software,11000000,closed,USA,MS,Jackson,Ridgeland,3,2003-09-01,2005-10-17,2014-05-02
/organization/bonmignon,BonMignon,http://www.bonmignon.co,,-,closed,,,,,1,2015-07-01,2015-07-26,2015-07-26
/organization/bonush,Bonush,http://www.bonush.com,Advertising|Information Technology|Messaging|Music|Real Time|Search,29000,closed,AUS,,,,1,,2011-09-01,2011-09-01
/organization/bookingangel,Booking Angel,http://www.bookingangel.com,Curated Web|Online Reservations,100000,closed,USA,CA,Los Angeles,West Hollywood,1,,2007-08-01,2007-08-01
/organization/bookioo,Bookioo,http://www.bookioo.com,Internet|Online Dating|Social Media|Women,387700,closed,ESP,29,Madrid,Madrid,1,2008-04-11,2008-06-01,2008-06-01
/organization/bookitlyst,BookitLyst,http://www.bookitlyst.com,,-,closed,USA,NY,New York City,New York,1,2015-04-07,2015-04-07,2015-04-07
/organization/bookkeepity,Bookkeepity,http://bookkeepity.com,Business Services,100000,closed,,,,,1,2015-07-01,2015-09-30,2015-09-30
/organization/booktour,BookTour,http://www.booktour.com,Databases|Search,350000,closed,USA,CA,CA - Other,Lucerne Valley,1,2009-01-01,2009-04-17,2009-04-17
/organization/boom-fm,Boom.fm,http://boom.fm,Music,-,closed,,,,,1,,2010-08-01,2010-08-01
/organization/boomerang,Boomerang,http://rang.com,Advertising|Gift Card|Incentives|Mobile,1000000,closed,USA,IL,Chicago,Chicago,1,,2012-07-31,2012-07-31
/organization/boommy-fashion,Boommy Fashion,http://boommy.ru,Fashion|Marketplaces|Peer-to-Peer,200000,closed,,,,,1,,2012-07-01,2012-07-01
/organization/booyah,Booyah,http://www.booyah.com,Discounts|Entertainment|Games|Gps|iPhone|iPod Touch|Location Based Services|MMO Games|Mobile|Mobile Games|Online Reservations|Social Games,59500000,closed,USA,CA,SF Bay Area,San Francisco,4,2008-08-01,2008-04-30,2013-03-28
/organization/bop-fm,bop.fm,http://www.bop.fm,Music,2000000,closed,USA,CA,SF Bay Area,San Francisco,2,2013-01-01,2013-12-01,2014-07-09
/organization/borderx-lab,BorderX Lab,http://www.borderxlab.com,,-,closed,,,,,1,2014-09-16,2015-06-15,2015-06-15
/organization/borrowed-blue-inc,"Borrowed & Blue, Inc.",http://www.borrowedandblue.com,Internet|Photo Sharing|Social Media,3100000,closed,USA,VA,"Washington, D.C.",Charlottesville,1,2011-10-17,2015-06-05,2015-06-05
/organization/boston-logic,Boston Logic,http://bostonlogic.com,Software,457048,closed,USA,MA,Boston,Boston,1,2004-01-01,2014-02-05,2014-02-05
/organization/bottle-rocket,Digital Dandelion,http://digitaldandelion.net,Android|Curated Web|Facebook Applications|iPhone|Mobile,25000,closed,USA,CA,Los Angeles,Los Angeles,1,2008-10-01,2008-10-15,2008-10-15
/organization/bounce-mobile,Bounce Mobile,http://www.blog.opencorporates.com/companies/gb/07129101,Audio|Mobile|Music,-,closed,GBR,H9,London,London,1,2010-01-21,2010-10-18,2010-10-18
/organization/boxaroo-ebay,Boxaroo for eBay,http://boxaroo.com,Curated Web,-,closed,USA,CA,CA - Other,Lucerne Valley,1,2007-01-01,2007-01-01,2007-01-01
/organization/boxxet,Boxxet,http://www.boxxet.com,Automated Kiosk|Content|Social Media,900000,closed,,,,,1,,2007-01-16,2007-01-16
/organization/boylan-bottling,Boylan Bottling,https://www.boylanbottling.com/,,-,closed,USA,NY,New York City,New York,1,1891-01-01,2003-09-10,2003-09-10
/organization/bpt,BPT,http://www.bpt.co.il,Clean Technology,12000000,closed,,,,,1,2000-01-01,2009-09-02,2009-09-02
/organization/bragthis-com,BragThis.com,http://www.BragThis.com,Entertainment|Social Media|Social Network Media,-,closed,USA,NY,New York City,New York,1,2008-06-23,2008-01-01,2008-01-01
/organization/braincells,BrainCells,http://www.braincellsinc.com,Biotechnology,74672769,closed,USA,CA,San Diego,San Diego,6,,2005-07-15,2012-01-11
/organization/braintech,Braintech,http://www.Braintech.com,Software,3000000,closed,USA,VA,"Washington, D.C.",Mclean,1,,2009-11-11,2009-11-11
/organization/brand-ai,Brand.ai,https://brand.ai/#/,Services|User Experience Design|User Interface,118000,closed,,,,,1,,2015-07-27,2015-07-27
/organization/brand3,Brand3,http://www.brand3.com/,,2000000,closed,USA,CA,Los Angeles,Los Angeles,1,,1999-11-22,1999-11-22
/organization/branded-online,Branded Online,http://www.brandedonline.com/,Internet,4380000,closed,USA,CA,"Orange County, California",Santa Ana,2,2009-01-01,2014-04-30,2014-04-30
/organization/brandkids,Brandkids,http://www.brandkids.com/,,-,closed,NLD,7,Amsterdam,Haarlem,1,,2013-04-10,2013-04-10
/organization/brandme-crowdmarketing,BrandMe crowdmarketing,http://www.brandme.la,Advertising|Brand Marketing|Celebrity|Public Relations|Sales and Marketing|Social Media,25025,closed,MEX,9,Mexico City,Mexico City,1,2011-03-11,2013-11-01,2013-11-01
/organization/brandsclub,Brandsclub,http://www.brandsclub.com.br,E-Commerce,17000000,closed,BRA,2,Sao Paulo,São Paulo,2,2009-03-05,2009-05-01,2010-05-17
/organization/brasil-ozônio,Brasil Ozônio,http://www.brasilozonio.com.br,Environmental Innovation|Services|Water,799686,closed,,,,,1,2005-01-01,2015-07-01,2015-07-01
/organization/bratpackstyle-llc,"#BratPackStyle, LLC.",http://www.bratpackstyle.com,Content Discovery|E-Commerce|Fashion|Lifestyle|Retail|Social Commerce,-,closed,USA,NY,New York City,New York,1,2015-04-19,2015-06-01,2015-06-01
/organization/braveit-solutions,BraveIT Solutions,http://www.braveitsolutions.com,,-,closed,,,,,1,,2012-06-20,2012-06-20
/organization/brazeco,Brazeco,http://www.bois-brazeco.com,Services,640254,closed,FRA,97,FRA - Other,Soulac-sur-mer,1,,2013-03-29,2013-03-29
/organization/breathtec-biomedical,Breathtec Biomedical,http://breathtecbiomedical.com/,Biotechnology,1125080,closed,CAN,ON,Delta,Delta,1,,2015-05-29,2015-05-29
/organization/breeze-tech,Breeze Tech,http://www.breeze-tech.co.uk,Enterprise Software,1580000,closed,GBR,H9,London,London,1,,2008-06-20,2008-06-20
/organization/breeze-technology,Breeze Technology,http://oplatatransporta.ru/,Ticketing,3000000,closed,RUS,66,St. Petersburg,Saint Petersburg,1,2011-01-01,2013-03-01,2013-03-01
/organization/brent-technologies,Brent Technologies,,Energy,20000,closed,UGA,37,Kampala,Kampala,1,,2015-03-01,2015-03-01
/organization/bretzel-love,Bretzel love,http://www.bretzellove.com/,,-,closed,,,,,1,,2011-08-03,2011-08-03
/organization/brian-industries,Brian Industries,http://www.brian-industries.com,App Marketing|Coupons|Location Based Services|Mobile|Reviews and Recommendations|Ticketing,-,closed,GBR,,,,1,2010-01-01,2010-01-01,2010-01-01
/organization/brideasmart,brideasmart,http://bridea.co.kr,Games|Internet|Technology,920000,closed,KOR,11,Seoul,Seoul,1,,2015-02-01,2015-02-01
/organization/bridge,Bridge,http://brid.ge,Public Relations,-,closed,,,,,1,2010-11-01,2011-01-01,2011-01-01
/organization/briefix,BrieFix,http://briefix.com,Software,21189,closed,,,,,1,2011-01-01,2011-09-05,2011-09-05
/organization/brigade-corporation,Brigade Corporation,http://www.brigadesolutions.com/,Business Services|Customer Service|Outsourcing,50000000,closed,,,,,1,,2002-02-04,2002-02-04
/organization/bright-box,bright box,http://brightbox.ru/,Cars|Mobile,370000,closed,RUS,48,Moscow,Moscow,2,2012-06-01,2012-11-01,2013-08-01
/organization/bright-tiger-technologies,Bright Tiger Technologies,,Software,10400000,closed,,,,,2,,1997-01-01,1997-11-10
/organization/brightcurrent-inc,"BrightCurrent, Inc",http://brightcurrent.com/,Clean Energy|Direct Sales|Marketplaces,1550000,closed,,,,,1,2012-03-12,2015-02-01,2015-02-01
/organization/brightfish,Brightfish,http://www.brightfish.com,Curated Web|Human Resources|Information Technology|Networking|Recruiting|Social Network Media,120000,closed,,,,,1,2011-08-01,2010-01-01,2010-01-01
